Names,Male,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Alyssa Pitts,1,45,10976.03,0,4.5,10,2014-07-13 21:28,"881 Neal Mill Apt. 098 West Alexandra, RI 98586-9878","Smith, Anderson and Reyes",0
Robert Rowe,0,48,7737.57,1,4.19,9,2009-05-29 14:47,"16913 Robyn Overpass Apt. 119 Roweberg, MO 99456",Woods-Durham,0
Keith Perez,1,45,7748.34,0,4.2,8,2008-10-29 16:46,"467 Shannon Islands Apt. 468 Higginsville, GU 54051",Jensen-Smith,0
Benjamin Davenport,0,55,8270.52,1,5.15,8,2014-02-27 17:24,"7834 Day Garden Petersonburgh, ME 76865-5379",Morris Group,0
Joshua Turner,0,32,11715.72,0,4.73,9,2010-01-11 4:57,"8092 Travis Forge Suite 409 New Glenn, NH 92763",Neal Inc,0
Mathew Rivera,1,48,9219.4,1,5.91,6,2011-08-04 2:52,"05272 Angela Unions Suite 032 Lewischester, WV 61156-3281",Zamora-Cherry,0
Richard Underwood,0,45,5347.74,1,5.62,10,2014-07-27 23:34,"366 Jeremy Bypass North Kristin, NE 62364-9040",Gamble Ltd,0
Cathy Carney,1,42,9261.41,0,3.92,9,2009-06-27 5:38,"7816 Cynthia Unions Apt. 858 Elizabethhaven, KY 51905-4106",Carr and Sons,0
John Harris,1,41,11789.33,0,4.61,9,2006-07-04 11:18,"6339 Julie Canyon Apt. 275 Marshallchester, OK 68644",Barrett-Carrillo,0
John Walter,0,44,14023.22,1,3.49,10,2015-07-16 5:42,"80309 Davis Estate North Kelseyville, SC 01422-4929","Kennedy, Flores and Morris",0
Michael Lopez,1,36,9993.5,0,6.6,6,2014-02-25 2:59,"6626 Samantha Port Apt. 143 West Jennifermouth, SC 62851","May, King and Murray",0
Erik Martinez,0,41,6535.91,0,4.83,11,2014-02-17 8:26,"9780 Michelle Gateway Apt. 049 Lake Gabriellemouth, OK 06225",Martinez-Roberts,0
Sally Velazquez,1,44,12835.19,1,5.44,7,2015-05-06 22:58,"3227 Lin Port Ambermouth, WI 81808-7704","Patterson, Clark and Garrison",0
Thomas Spears,1,42,11654.34,0,5.06,10,2007-04-08 11:12,"5651 Ryan Roads Apt. 091 New Jenniferstad, OR 83943-6211","Chandler, Rivera and Fleming",0
Robin Sanchez,0,45,12200.96,1,4.7,6,2007-04-07 7:12,"2464 Cynthia Haven Apt. 333 Cynthiaport, FM 93220","Arellano, Smith and Lang",0
Janet Hayden,0,34,12813.91,0,2.41,7,2006-01-17 22:25,"118 Linda Street Suite 025 Hunterberg, WA 50583","Bishop, Edwards and Webb",0
Francisco Moore,1,36,10345.19,1,4.84,10,2016-04-22 21:07,"7433 Matthew Stream South Susan, NE 04017-0029",Carrillo-Potts,0
Tony Boone,1,49,8232.11,0,6.84,8,2006-04-18 10:56,"1484 Carter Court Stephentown, FL 02705-7717",Lopez-Nelson,0
Phillip Spears,1,52,14838.84,0,5.12,8,2010-03-20 11:41,"30813 Ponce Street Apt. 308 Nashville, MN 56455-2134",Welch-Houston,0
Brandon Ballard,0,43,9541.45,0,6.05,8,2008-09-27 5:35,"97254 Ward Stravenue North Melanie, DE 04764",Graham-Allen,0
Christopher Johnson,1,46,7424.11,0,4.83,9,2006-10-26 0:50,"2804 Joel Station New Jennifer, DC 36785",Garcia-Moore,0
Brian Torres,1,37,7062.59,1,4.56,9,2007-12-11 4:16,"4475 Stephanie Plaza Apt. 569 West Taylorchester, CT 29697-0584",Johnson Group,0
Cheryl Hayes,0,51,10776.82,0,5.1,5,2007-01-05 20:48,"667 Diaz Row Garnerview, IN 81368-5410","Hill, Roberts and Melendez",0
Steven Mendoza,0,50,13247.31,0,3.48,6,2010-06-25 21:01,"6699 John Burg Suite 410 West Wendyview, PW 56120",Caldwell-Vargas,0
Randy Hill,0,40,8610.43,1,5.08,7,2014-06-28 1:42,"9446 Gregory Mountain New Elizabethberg, AL 36341",Johnston Group,0
Beth Fitzgerald,1,48,8863.36,0,6.35,7,2008-03-24 13:32,"63692 Lucas Neck Apt. 112 North Kevinshire, NH 24241-9525","Gonzalez, Gilbert and Wall",0
Angela Ross,1,39,13574.53,1,5.69,10,2014-04-23 10:59,"1008 Ricky River Port Joshua, GA 42542",Miller-Ramirez,0
Teresa Higgins,0,41,14216.37,1,1.81,8,2013-09-11 11:05,"34494 Luke Gateway Apt. 508 East Jason, WV 91110",Martin PLC,0
Andrew Hester,1,48,11555.21,1,4.45,8,2007-09-18 14:11,"614 Wilson Extensions New Richardshire, AK 59247",Woodward-Bruce,0
Laura Williams,0,55,5720.98,1,6.63,8,2013-01-30 1:58,"147 Antonio Roads South Sara, KY 70646-6480",Mcneil-Hayes,0
Vanessa Hodge,1,38,8370.15,0,8.6,5,2009-01-24 14:58,"29252 Powell Brook Suite 931 Port Scottland, MT 15769-3539",Li Ltd,0
Amy Stanley,0,43,9060.28,1,4.95,6,2010-10-15 11:16,"906 Kelly Courts Suite 424 Lake Michaelborough, NV 63970",Johnson-Nelson,0
Brenda Ruiz,1,44,7193.84,0,6.22,7,2016-11-07 8:00,"34011 Montgomery Terrace Reynoldsmouth, MI 62031-7230",Avery Inc,0
William Krause,1,42,11225.96,0,5.89,7,2013-05-31 14:29,USNV Perry FPO AP 32236-2293,"Hall, Hernandez and Palmer",0
David Bowers,0,49,12893.19,0,5.13,7,2009-04-09 0:38,"5737 Bowman Throughway Suite 494 Port Austinbury, AK 56390-6671","Anthony, Walter and Moore",0
David Grant,0,45,13896.99,0,4.26,8,2009-11-11 23:33,"2974 Melvin Fords Suite 760 East Jacob, PR 90451-9722","Bryan, Small and Meyer",0
Dominique Schneider,1,43,12378.57,1,4.04,8,2007-08-07 6:00,"68378 Jeffrey Locks Apt. 678 Gibbsstad, OR 40474",Ford LLC,0
Martin Avila,0,42,11768.71,1,6.24,7,2007-05-31 9:21,"652 Yvette Forks Webbmouth, OH 61071-0774",Arnold-Mitchell,0
Dean Beck,1,32,8011.38,0,5.35,10,2013-12-21 4:31,"9161 Carmen Village Ernestfort, RI 88511-5609",Wade-Parker,0
Kevin Powell,1,43,16955.76,0,7.04,8,2007-11-14 7:55,"33165 Joshua Streets Suite 299 Josephchester, ID 54756",Carroll Ltd,0
John Barber,1,43,10530.33,1,4.14,7,2014-02-16 4:04,"74415 Maxwell Walks Apt. 242 North Brandonland, AR 13900-6164",Taylor-Patel,0
Sylvia Sherman,1,42,11783.81,1,5.27,7,2010-09-27 5:53,"451 Diaz Trafficway Mckinneymouth, AK 73479-7853",Robinson PLC,0
Susan Lucero,1,48,8824.84,1,5.93,7,2014-01-15 2:11,"043 Anne Radial Ryanside, MN 70005-6155","Carpenter, Tran and Nelson",0
George Parker,0,46,9737.34,1,5.17,8,2015-03-29 6:41,USCGC Walker FPO AA 31720,"Chavez, Ross and Howard",0
Zachary Sanchez,0,49,8131.64,1,7.1,7,2011-04-27 0:14,"39704 Troy Pines Suite 887 South Amber, WI 13510",Dawson-Porter,0
Tamara Williams,0,31,12264.68,1,5.88,8,2014-01-14 14:18,"524 Taylor Lights Garrettfort, IA 35266",Tucker PLC,0
Kathleen Marquez,1,35,3825.7,0,4.28,8,2006-05-15 18:02,"984 Gallagher Circle Port Gregorytown, MD 59029","Steele, Nguyen and Lewis",0
Carrie Williams,0,44,11597.38,0,3.45,7,2006-07-03 22:29,"895 Miller Key Suite 001 Port Craigport, TX 36874",Tucker Inc,0
Joel Johnson,1,55,5977.46,1,5.02,7,2010-04-03 5:46,"79373 Emily Parks Apt. 387 Greerfort, KS 65696-2400",Jenkins Group,0
Joshua Cooper,0,41,9608.45,0,5.81,7,2008-10-26 14:34,"097 Sherry Stream Apt. 739 North Annebury, ID 33014-7371",Patel-Frederick,0
Amber Evans,0,37,10348.37,1,7.65,6,2006-04-20 0:24,"1753 John Lights Suite 716 New Bradleyberg, TN 82631-5891",Weiss-Kelly,0
John Hawkins,1,41,13135.26,1,5.27,9,2014-05-01 13:07,"941 Alan Glens Suite 569 Shannonborough, NM 03091-2099",Smith Ltd,0
Scott Ingram,1,34,12760.01,0,3.87,8,2007-02-02 12:44,"574 Lee Corners Apt. 841 Russellborough, NV 32119",Carlson-Johnson,0
Steven Blankenship,1,39,9848.4,1,6.73,10,2011-03-28 1:58,"2165 Williams Vista Apt. 849 South Colleen, GU 38418-9285",Baker-Rios,0
Bailey Carroll,1,37,11517.19,1,8.34,11,2009-08-16 5:26,"3738 Kiara Rue Suite 215 South Connor, VA 29347",Lutz Inc,0
Barbara Watkins,1,37,8316.89,0,3.6,8,2014-09-17 10:05,"86043 Michael Ridge Lindseyland, SD 36903-4426","Benitez, Durham and Lee",0
James Wallace,1,40,7762.73,1,4.66,10,2008-07-26 3:12,"0613 Kidd Springs Apt. 467 Nicholasville, VI 42395","Williams, Huffman and Gibson",0
Joshua Brown DVM,1,49,13510.96,1,6.39,9,2006-09-24 2:31,"4708 Walker Underpass Apt. 264 West David, NE 49246-4362","Shaw, Williams and Andrade",0
Whitney Kennedy,0,42,10442.37,0,5.58,5,2006-05-04 12:31,"6414 Jesus Knoll Apt. 139 Downsshire, VT 78464",Bates-Underwood,0
David Allen,0,35,10550.87,1,5.72,9,2010-04-21 15:26,"2900 Daniel Extension South Theodorefurt, OH 44883",Smith PLC,0
Joshua Brown,0,31,5304.6,0,5.29,9,2008-04-13 2:54,"0495 Jessica Forge Toddfort, VT 54080-8512",Wang and Sons,0
Cristian Sanchez,0,44,10157.21,0,6.14,7,2006-05-10 17:23,"78444 Carla Ports Suite 763 Savagechester, IL 62536",Thornton and Sons,0
Stephanie Martinez,1,42,12975.35,1,4.47,7,2006-09-19 17:17,"533 Smith Hills South Antonioview, WA 32566-3457","Nash, Grant and Chen",0
Christine Jenkins,1,38,6574.25,0,6.18,9,2008-12-15 20:01,"3542 Dawn Lane Williamchester, UT 01039","English, King and Green",0
Michelle Davis,0,33,12638.51,1,5.01,8,2006-08-11 6:36,"9180 Amanda Prairie Apt. 887 Grayborough, WA 18335",Watts-Kennedy,0
Adam Porter,1,48,10746.37,1,4.22,8,2006-02-18 1:22,"92600 Kevin Cape South Sandraberg, NH 47456-5208",Anthony-Wood,0
David Murray,0,46,12873.63,1,5.73,7,2006-10-19 6:20,"8008 Steven Shore North Richard, PW 07747","Lawson, Lee and Robertson",0
Cynthia Wood,0,49,12681.35,0,3.68,5,2014-05-24 5:29,"589 Mary Vista Lake Craig, CO 88641","Washington, Mcdaniel and Lambert",0
Kenneth Johns,0,46,7730.53,1,5.3,8,2008-10-30 12:58,"226 Riley Neck Suite 180 Kristopherbury, LA 76071",Campbell-Moore,0
Jason Dickson,0,46,8603.6,0,6.44,9,2012-03-19 22:07,"645 Jasmine Brook Cesarbury, AZ 68978-8729",Ayers Ltd,0
Johnny Jones,1,42,8218.63,0,5.9,9,2007-12-27 6:36,"275 Mitchell Stravenue Barnesmouth, AZ 23615",Taylor Group,0
Rodney Miller,1,34,9401.99,1,8.25,9,2012-06-30 0:44,"10592 Kimberly Fields Suite 700 New Ericchester, GA 52658-8666","Leonard, Martinez and Bush",0
Tracy Jones,0,39,6127.84,0,4.22,9,2011-08-01 1:56,"417 Eric Overpass Williamfurt, MT 69664","Thompson, Bailey and Hernandez",0
Greg Swanson,0,44,11794.91,0,6.32,6,2013-02-20 19:36,"446 Rodney Ridge Suite 282 West Williamside, MA 83236",Jackson-Garcia,0
Bradley Bennett,0,41,8143.38,1,2.64,5,2008-11-11 18:59,"04046 Shelby Rapid Blackport, KS 68644","Fisher, Moore and Miles",0
Michael Anderson,1,40,11873.76,1,6.5,8,2011-08-22 14:22,"92927 Chavez Fork Brownhaven, WV 20848-9320","Matthews, Burns and Miller",0
Katherine Sandoval,1,22,11254.38,1,4.96,8,2012-06-23 8:40,"3092 Theresa Neck Carrilloport, RI 12639-5926","Monroe, Ferguson and White",0
James Hensley,1,46,8951.42,0,4.13,8,2009-03-06 1:34,"62940 Hill Alley Apt. 148 South Laurahaven, OR 94753-3273",Leblanc-Torres,0
Christopher Beasley,0,43,8662.18,1,7.31,8,2010-04-17 8:59,"3589 Ashley Crest Suite 345 North Jennifer, OH 77938",Harris Inc,0
Kayla Lopez,1,41,8427.12,0,4.37,6,2012-01-15 12:01,USNS Mckenzie FPO AA 31440-7156,Castro PLC,0
Jonathan Ali,1,55,11555.42,0,4.86,10,2006-10-28 2:07,Unit 7484 Box 5607 DPO AP 65812,"Osborne, Bailey and Lam",0
Kenneth Wilkerson,1,42,11670.32,0,5.51,7,2014-05-08 21:37,Unit 8005 Box 5636 DPO AA 90315-7695,"Aguilar, Kelly and Fuentes",0
Alex Banks,0,36,8918.52,0,3.62,8,2016-09-18 16:37,"2109 Moore Lights North Heatherberg, NY 99942",Jones-Meyers,0
Brendan Higgins,1,34,13976.64,0,5.16,8,2010-12-24 13:44,"10155 Alison Tunnel Suite 682 Gonzalesside, GA 06335",Ballard-Allen,0
Monique Neal,0,44,6498.85,0,6.34,9,2008-03-19 7:19,"059 Sara Lodge Suite 123 Moorefurt, HI 95162-5163",Moreno-Jacobs,0
Kristen Bishop,0,39,9303.36,0,4.19,10,2013-01-20 8:27,"91214 Samuel Hill Apt. 375 New Josephfurt, PA 94380",Underwood-Alvarado,0
Amber Martin,1,40,8083.76,0,4.76,7,2009-02-24 20:56,"5487 Rodriguez Fork Ballberg, MP 65143-5880",Kelly-Greene,0
Eric Terry,1,42,16371.42,1,3.84,10,2014-12-18 16:51,"2384 Lucero Trafficway Suite 201 Campbellchester, SD 24554-7364",White-Thomas,0
Troy Ochoa,1,32,5756.12,0,5.9,8,2012-05-01 12:42,"35985 Strong Islands South Kennethshire, LA 68247-0544",Roberts-Schaefer,0
Michael Colon,0,41,9574.64,1,3.72,7,2016-07-04 20:08,"1293 John Tunnel Apt. 730 Lake Tara, NH 26653-6543",Guzman Group,0
Charles Mcgrath,1,42,6623.97,0,5.4,8,2015-11-06 23:41,"324 Krista Springs South Antoniohaven, ME 39849",Adams-Gibbs,0
Zachary Johnson,1,28,8670.98,0,3.99,6,2006-11-05 12:19,"88565 Wright Loop East Kyle, AS 27859",Johnson-Conley,0
Jennifer Bradley,0,48,10399.19,1,5.07,11,2015-03-01 14:16,"PSC 4851, Box 1322 APO AP 39599","Huff, Rowland and Taylor",0
Kenneth Sanchez,0,40,12542.76,1,5.03,8,2016-11-21 11:16,"832 Rachael Fort Suite 115 Lake Danielville, IL 18568-3278",Kelly Ltd,0
Colleen Morgan,0,46,11832.86,1,6.01,8,2007-12-20 4:37,"85111 Sims Tunnel New Davidton, NV 81446-6413","Macias, Mcpherson and Rowe",0
Jay Hunter,0,33,12249.96,0,2.96,8,2014-08-09 3:31,"1294 Greer Run Apt. 108 South Justin, FM 28734",Ayers-White,0
Joshua Lang,1,49,11695.04,1,5.64,9,2007-10-12 1:48,"126 Mooney Corners Port Anthonyborough, SD 31819",Simmons and Sons,0
Krista Ashley,0,41,9000.05,0,5.59,6,2013-10-02 8:18,"50771 Miller Mall East Lauraburgh, TX 75798-7004",Evans and Sons,0
James Stevens,0,44,12400.33,1,5.18,3,2007-07-18 7:06,USNV Johnson FPO AA 53865-7362,Sims-Cole,0
Megan Edwards,0,30,13473.35,0,3.84,10,2010-11-05 9:22,USNS Hill FPO AA 50331,Sanchez LLC,0
Vanessa Romero,1,44,12227.39,0,6.46,7,2009-10-12 23:22,"6571 Barbara Junctions Buckleychester, PA 35917-7024","Smith, Wilson and Reeves",0
Austin Branch,1,38,10788.67,0,4.98,7,2006-05-08 3:13,"29954 Burns Lake Apt. 491 Lake Dana, KY 85990",Daniels PLC,0
Taylor Brown,0,37,10076.71,0,6.5,7,2013-01-17 12:39,"996 Lopez Place Davidfurt, SD 52712-6329","Villanueva, Woods and Johnson",0
William Pearson,0,28,11204.23,0,3.67,11,2012-10-25 20:54,"01565 Wilson Shoals Apt. 795 Port Eduardoview, ND 57078",Hernandez-Montgomery,0
Heidi Butler,0,39,14425.74,0,5.91,6,2009-05-03 10:23,"939 Elizabeth Tunnel Suite 840 Jamestown, MO 38646-5669",Gardner PLC,0
John Williams,0,46,9988.68,1,5.44,8,2015-01-27 17:01,"99930 Ferrell Estate Suite 343 Kempberg, UT 24672-0591","Parker, Salas and Martinez",0
Gina Johnson,0,43,8261.89,0,7.36,9,2008-03-25 15:58,"1975 Lawson Ford East Tylerchester, OK 01485",Nguyen-Pratt,0
Brittany Walker,1,34,9779.12,0,5.89,9,2009-10-02 13:48,"2835 Laura Cape West Sean, PR 08293",Trevino LLC,0
Lauren Campos,1,51,10328.42,1,5.12,7,2015-05-14 11:28,"123 Corey Divide Suite 626 New Hannahtown, KY 62519",Cannon Inc,0
Jennifer Garcia,0,38,12913.55,1,4.73,7,2007-11-16 1:02,"9071 Erickson Ridges Apt. 133 Glennberg, NE 87693",Williams LLC,0
Mary Allen,1,37,7189.31,0,6.87,10,2016-01-02 20:36,"421 Scott Prairie Christinaville, FM 11471-2940","Alvarado, Davis and Johnson",0
Ethan Cordova,0,39,18026.01,1,3.82,9,2016-02-28 7:42,"482 Wells Mountain New Jason, AL 66002",Scott PLC,0
Anthony Molina,0,26,8939.61,0,4.54,7,2007-09-22 9:46,"255 Olson Mountain Maryshire, WA 83173-0377","Brown, Johnson and Fowler",0
David Compton,1,50,11294.45,1,2.17,10,2013-07-08 17:40,"292 John Course Apt. 691 Avilaburgh, ME 94092-4006",Larsen PLC,0
Garrett Walker,0,42,8271.02,0,4.24,9,2013-10-09 13:57,"561 Michael Alley Robinsonmouth, WA 87560",Hunt-Jarvis,0
Benjamin Richard,1,44,5002.58,0,4.57,11,2009-09-24 19:34,"341 Horne Parks Apt. 964 Wallermouth, AZ 23035","Johns, Ross and Harris",0
Timothy Brown,0,45,11187.93,1,4.95,9,2015-09-27 20:20,"7800 Riley Square Apt. 303 Jacquelineberg, HI 08954-7689","Roberts, Delgado and Burch",0
Beth Barnes,1,51,9764.39,1,6.03,8,2014-06-30 6:15,"763 Jillian Vista Suite 240 East Kurt, VI 53651","Allen, Parker and Washington",0
Patricia Combs,1,44,8917.57,0,4.28,6,2006-07-19 10:37,Unit 1984 Box 6538 DPO AE 54529-1395,Mcintosh LLC,0
Brian Hill,1,37,9499.3,1,6.81,8,2015-03-09 18:14,"357 Mcfarland Squares Apt. 356 West Elizabethmouth, DE 60392","Lee, Valencia and Wood",0
Nathaniel Sanchez,1,41,8502.52,0,6,10,2007-10-18 21:47,"58383 Clark Bridge Suite 540 East Jordan, IL 77693","Gutierrez, Gray and Morris",0
Tammy Pope,1,45,9576.07,1,7.01,8,2007-06-07 6:17,"9490 Kathryn Tunnel Suite 480 Shaneland, GA 26165-9694","Hays, Henson and Shelton",0
Denise Watkins,0,47,9451.03,0,5.11,10,2006-06-28 17:50,"PSC 9819, Box 2842 APO AE 04352-2576",Price-Webb,0
Mrs. Elizabeth Salas,1,48,9722.23,1,5.98,6,2013-12-21 22:15,"393 Underwood Court Apt. 802 East Christopher, FM 75364",Hall-Berger,0
Jessica Morales,0,49,11227.48,0,5.1,9,2011-08-16 8:46,"1384 Wendy Ferry West Ryanburgh, ID 88650",Barrera-Hamilton,0
Mark Murphy,1,47,10718.97,0,5.74,7,2014-05-24 14:54,"64471 Joel Bypass Apt. 162 Lake Alyssabury, WA 71324-8954",Moore-Rios,0
Deborah Morgan,1,40,11799.72,0,3,8,2016-10-02 23:17,"773 Davis Ways Apt. 519 West Jamesbury, AR 35583","Wright, Lambert and Mcknight",0
Kiara Vasquez,0,38,13074.81,1,4.67,7,2011-05-07 4:27,"79384 York Cliff Suite 810 Lake Kristen, SC 81231-6853","Gonzales, Fuller and Cole",0
Zachary Howard,1,49,9000.36,0,4.13,11,2013-03-23 9:19,"PSC 9781, Box 0250 APO AP 24732","Peterson, Morgan and Wilson",0
Vanessa Myers,0,39,13731.45,1,8.15,10,2011-09-27 6:52,"1150 Archer Point Suite 946 Marksfurt, MH 51860",Welch-Larsen,0
Beverly Hall,0,33,8556.73,0,4.21,9,2007-02-23 10:47,"145 Kelly Crest Apt. 419 Madelinehaven, OH 55835-0109","Johnson, Ingram and Hart",0
Kristin Williams,0,37,12410.67,0,6.12,6,2014-12-30 4:56,"942 Becker Inlet West Cassandramouth, NH 64437-6741",Warner Group,0
Mrs. Sherri Zhang,1,48,11316.41,1,4.74,10,2008-07-19 16:08,Unit 8716 Box 6865 DPO AE 33780,"Rodriguez, Acosta and Guerra",0
Charles Schultz,1,35,13035.91,1,5.51,6,2015-09-22 23:07,"PSC 1774, Box 1074 APO AA 11178-4877",Vargas and Sons,0
Manuel Williams,1,36,5695.21,0,4.1,7,2006-05-06 1:17,"880 Teresa Harbors New Deborah, PA 97964-1536",Jackson Ltd,0
Kevin Hardy,1,43,6411.25,0,2.82,7,2014-08-08 14:46,"3070 Matthew Stream Suite 892 Mendozahaven, UT 47622",Rice PLC,0
Ann Johnson,1,42,9091.99,0,5.85,6,2014-03-27 5:11,"2091 Sims Ranch Lauraborough, KS 59292-0985",Walker Ltd,0
David Anderson,0,39,11680.91,1,6.35,7,2008-07-04 2:41,"63410 Mark Rapids North Christopherbury, NV 91856-5125",Smith LLC,0
Nicholas Porter,1,44,8841.3,1,6.08,7,2008-02-04 15:07,Unit 8567 Box 8741 DPO AA 63221,Thompson-Savage,0
Jose Gutierrez,0,51,7985.76,1,3.48,8,2006-07-28 15:47,"481 Andrews Freeway Apt. 222 Lake Alyssaburgh, TN 57832-1720","Smith, Phillips and Smith",0
Sarah Burns,1,35,11814.59,0,5.89,6,2013-06-28 13:22,"01740 Cynthia Rest Apt. 545 Bassburgh, MN 95437-1761",Frey-Burke,0
Dana Bailey,1,52,7077.34,1,5.6,8,2015-11-08 6:57,"61381 Cassandra Cliffs Apt. 605 West Frederickberg, PW 73455-0264","Gibson, Frost and Rivera",0
Diana Jackson,1,51,9879.37,0,3.55,10,2008-02-11 7:28,USNS Burnett FPO AA 61045,Stephens-Chavez,0
Scott Love,0,28,11128.95,1,5.12,8,2009-04-13 23:47,Unit 7738 Box 0206 DPO AA 88767-0662,Williams-Johnson,0
Doris Zimmerman,1,40,11575.55,1,5.22,5,2015-03-10 20:16,"3536 Rivera Springs Suite 771 New Marcusville, HI 22211-1439",Mitchell-Adams,0
Jeffrey Trevino,0,37,13268.55,0,3.92,11,2016-03-08 21:48,"0295 Mason Vista Suite 110 Ryanbury, IA 14087",Price-Ramirez,0
Anthony Vega,0,44,9351.88,1,4.32,6,2011-08-16 19:16,"PSC 9086, Box 2290 APO AP 24944-0330",Hall Group,0
James Owen,0,43,9735.41,0,6.12,8,2010-10-27 18:11,"802 Jeffrey Valleys Kevinbury, WV 86701-9336","Olson, Ortega and Hester",0
Aaron Meyer,0,45,9598.03,0,5,7,2010-07-17 3:30,"35821 Bailey Skyway Alexisstad, NH 81472","Steele, Bates and Lane",0
Holly Hill,1,43,5805.53,0,5.44,5,2014-11-27 17:12,"6985 Kevin Flat South Debra, CO 13171",Shaw LLC,0
Andrew Leonard,0,41,14099.03,1,4.56,7,2016-03-02 16:50,Unit 6154 Box 5113 DPO AP 65306-0703,"Cruz, Carter and Washington",0
Jessica Leon,1,49,8523.04,1,4.15,5,2014-09-03 1:12,"PSC 3040, Box 9946 APO AP 11064-1547",Williams-Moreno,0
Amy Garcia,0,42,6406.38,0,3,9,2007-03-09 23:50,"12223 Sean Valley Suite 960 Johnland, IA 33208",Barker Ltd,0
John Nixon,0,48,5622.5,0,6.05,7,2012-07-11 4:58,"7186 Justin Locks Apt. 232 Stevenmouth, CT 17609-9525",French-Miller,0
Deanna Henry,1,47,6670.37,0,2.55,9,2010-03-29 20:16,"62894 Summer Village Suite 944 Port Elizabeth, ID 67244-9988","Jones, Collins and Adams",0
Jeremy Singleton,1,46,13547.39,0,2.67,8,2012-04-20 23:59,"067 Samuel Greens New Prestonchester, DC 50364-5698",Mckinney-Thompson,0
Kara Anderson,1,47,9182.81,1,6.45,11,2012-04-14 2:53,"19845 Hudson Mission Michaelmouth, GA 90290","Douglas, Fleming and Munoz",0
Kelly Braun,1,42,9741.19,1,3.85,9,2009-12-14 5:47,"080 Brewer Ports Suite 299 Erinmouth, TX 28755","Mosley, Tate and Blankenship",0
Amanda Wade,1,39,8880.17,0,4,8,2011-03-05 6:46,"869 Kathleen Dam Apt. 113 East Robertshire, SC 50012-1080","Jordan, Beasley and Moore",0
Jason West,1,45,13122.89,0,5.84,6,2016-04-03 12:55,"6239 Timothy Overpass Carmenhaven, FM 05708-0772",Santiago-Waller,0
Adam Moore,1,41,12659.88,0,4.55,4,2010-01-22 19:08,"339 Jeffrey River Suite 638 Fergusonville, DC 25987","Little, White and Davis",0
Brandon Ortiz,1,37,8286.87,1,6.25,8,2007-12-13 12:23,"276 Thompson Field Apt. 992 South Victoriaton, SC 12848-8182",Ewing Group,0
Cindy Marshall,1,37,9229.96,0,3.65,8,2015-12-30 19:11,"393 Stephens Field South Michelleside, MI 26930",Gomez-Clarke,0
Matthew Barnes,0,45,4863.73,1,5.17,8,2011-07-19 18:41,"00154 Ashley Course Shannonville, UT 52907",Chavez-Howard,0
Paul Miller,0,42,12800.82,1,3.62,8,2007-12-01 13:29,"9316 Julian Fort Suite 328 North Leslie, ME 43961",Evans-Lucero,0
Natalie Hodges,1,52,9893.92,0,6.91,7,2008-12-28 15:23,"8419 William Square Apt. 695 Martinville, RI 34133",Perry and Sons,0
Ana Smith,0,45,12056.18,0,5.46,4,2014-06-20 5:10,Unit 8633 Box 8738 DPO AA 14126-5026,Schneider-Smith,0
Justin Leonard,0,51,6517.93,1,5.47,10,2012-05-30 0:15,"49800 Torres Ways Suite 886 West Bradleybury, LA 05945-2648",Robles-Abbott,0
Joseph Williams,1,39,9315.6,1,5.02,10,2010-09-25 12:16,"27252 Olivia Burgs Rivasmouth, MN 80121-6348",Davis Group,0
